Price,Close,High,Low,Open,Volume,EMA_12,EMA_26,MACD,Signal Line,Signal,Market Return,Strategy Return,Cumulative Market Return,Cumulative Strategy Return
Ticker,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,,,,,,,,,
Date,,,,,,,,,,,,,,
2010-01-01,1.6132936477661133,1.6182016134262085,1.6131113767623901,1.6182016134262085,0,1.6132936477661133,1.6132936477661133,0.0,0.0,0,,,,
2010-01-04,1.6113698482513428,1.623903751373291,1.6065031290054321,1.6137100458145142,0,1.6129976786099947,1.6131511440983526,-0.00015346548835792895,-3.069309767158579e-05,-1,-0.0011924670486580524,-0.0,0.998807532951342,1.0
2010-01-05,1.599078893661499,1.6155872344970703,1.5970104932785034,1.6118632555007935,0,1.6108563270794567,1.6121087551771043,-0.0012524280976475843,-0.0002750400976667855,0,-0.007627643401160733,0.007627643401160733,0.991188985263596,1.0076276434011606
2010-01-06,1.602384328842163,1.6063225269317627,1.5943877696990967,1.5993603467941284,0,1.6095529427352577,1.611388427300442,-0.001835484565184231,-0.0005871289911702747,0,0.0020670869922467805,0.0,0.9932378591218927,1.0076276434011606
2010-01-07,1.5933969020843506,1.6058582067489624,1.5900778770446777,1.6022045612335205,0,1.6070673980197336,1.6100557217288798,-0.0029883237091461456,-0.001067367934765449,0,-0.005608783483489588,-0.0,0.9876670030224732,1.0076276434011606
2010-01-08,1.602410078048706,1.6100986003875732,1.591799020767212,1.5938032865524292,0,1.6063508872549601,1.6094893777525705,-0.003138490497610391,-0.0014815924473344376,0,0.0056565793196692304,0.0,0.9932538197664899,1.0076276434011606
2010-01-11,1.6112918853759766,1.6194593906402588,1.606787085533142,1.6082600355148315,0,1.6071110408120397,1.6096228968357857,-0.0025118560237460397,-0.0016876451626167582,0,0.005542780496042621,0.0,0.9987592076663114,1.0076276434011606
2010-01-12,1.615169644355774,1.6196168661117554,1.6066062450408936,1.611499547958374,0,1.608350825972614,1.6100337670224516,-0.0016829410498375719,-0.001686704340060921,1,0.0024066148504759965,0.0,1.001162836407531,1.0076276434011606
2010-01-13,1.628611445426941,1.6300981044769287,1.613918423652649,1.615508794784546,0,1.6114678443502028,1.61140989134871,5.7953001492805356e-05,-0.001337772871750176,0,0.008322222447740613,0.008322222447740613,1.0094947362385254,1.0160133447940378
2010-01-14,1.6333998441696167,1.6347347497940063,1.6253291368484497,1.62821364402771,0,1.6148419981685742,1.6130387767428513,0.0018032214257228674,-0.0007095740122555674,0,0.0029401725967979075,0.0,1.0124628249986256,1.0160133447940378
2010-01-15,1.6269950866699219,1.6351090669631958,1.6222968101501465,1.6337199211120605,0,1.6167117040918586,1.6140725774781899,0.0026391266136687186,-3.983388707071026e-05,0,-0.003921120430221969,-0.0,1.0084928363306833,1.0160133447940378
2010-01-18,1.63529634475708,1.6377333402633667,1.6254082918167114,1.629407525062561,0,1.6195708795788157,1.6156447083877374,0.003926171191078298,0.0007533671285590914,0,0.0051022023085200985,0.0,1.0136383708083356,1.0160133447940378
2010-01-19,1.6356706619262695,1.6457654237747192,1.6314810514450073,1.6352159976959229,0,1.6220477691707318,1.6171281123535546,0.004919656817177209,0.001586625066282715,0,0.0002288986766156853,0.0,1.0138703912899805,1.0160133447940378
2010-01-20,1.6298059225082397,1.6371703147888184,1.6248537302017212,1.6362327337265015,0,1.6232413312226561,1.6180672094020496,0.005174121820606503,0.002304124417147473,0,-0.0035855258363093334,-0.0,1.0102351328073411,1.0160133447940378
2010-01-21,1.620509147644043,1.6313214302062988,1.6131113767623901,1.6303905248641968,0,1.6228209952874848,1.6182480937162715,0.0045729015712132615,0.002757879847960631,0,-0.005704222040063045,-0.0,1.0044725272971355,1.0160133447940378
2010-01-22,1.611006498336792,1.6284788846969604,1.6081048250198364,1.6194857358932495,0,1.6210033803719937,1.6177116792437176,0.0032917011282760367,0.0028646441040237123,0,-0.005863989920122492,-0.0,0.9985823105220252,1.0160133447940378
2010-01-25,1.6250121593475342,1.6262013912200928,1.609994888305664,1.611499547958374,0,1.6216201155989998,1.618252455547704,0.00336766005129574,0.0029652472934781184,0,0.008693733405297666,0.0,1.0072637189129499,1.0160133447940378
2010-01-26,1.614700198173523,1.6269950866699219,1.6097615957260132,1.624827265739441,0,1.620555512918157,1.6179893253718387,0.0025661875463183215,0.002885435344046159,-1,-0.006345774777557156,-0.0,1.0008718502111236,1.0160133447940378
2010-01-27,1.6178088188171387,1.624405026435852,1.6112918853759766,1.614700198173523,0,1.6201329445949233,1.617975954515935,0.0021569900789883967,0.002739746291034607,0,0.001925199889819762,-0.001925199889819762,1.0027987285868738,1.014057316014585
2010-01-28,1.614309310913086,1.627630591392517,1.6116034984588623,1.6178088188171387,0,1.6192370009515638,1.6177043512860942,0.0015326496654695099,0.0024983269659215874,0,-0.0021631158535848627,-0.0,1.0006295587591127,1.014057316014585
2010-01-29,1.5984909534454346,1.6179397106170654,1.5983121395111084,1.6146742105484009,0,1.6160453013352363,1.6162811366312306,-0.0002358352959943577,0.0019514945135383985,0,-0.00979883926872982,-0.0,0.9908245505452922,1.014057316014585
2010-02-01,1.595252513885498,1.5976994037628174,1.5854644775390625,1.5973930358886719,0,1.6128464109583533,1.6147234608722874,-0.0018770499139340036,0.0011857856280439183,0,-0.002025935494321285,-0.0,0.9888172039196975,1.014057316014585
2010-02-02,1.599206805229187,1.5995649099349976,1.5908114910125732,1.595099925994873,0,1.6107480100769431,1.6135740789727984,-0.0028260688958552382,0.0003834147232640871,0,0.002478787094375212,0.0,0.9912682712434698,1.014057316014585
2010-02-03,1.5920017957687378,1.6069936752319336,1.5885119438171387,1.5993090867996216,0,1.60786397710645,1.611976132068794,-0.004112154962343961,-0.0005156992138575227,0,-0.004505364432473513,-0.0,0.98680224643117,1.014057316014585
2010-02-04,1.5769885778427124,1.5919257402420044,1.5735392570495605,1.59190034866333,0,1.6031139156812597,1.6093844613853807,-0.006270545704121,-0.0016666685119102183,0,-0.009430402632665258,-0.0,0.9774963039285055,1.014057316014585
2010-02-05,1.565802812576294,1.5778096914291382,1.556299090385437,1.5769885778427124,0,1.5973737459728035,1.606156191103226,-0.00878244513042259,-0.003089823835612693,0,-0.007093117492151024,-0.0,0.9705628077965972,1.014057316014585
2010-02-08,1.5576082468032837,1.5660481452941895,1.5537842512130737,1.5597946643829346,0,1.5912559768698005,1.6025600470810082,-0.011304070211207717,-0.004732673110731698,0,-0.005233459607552615,-0.0,0.9654834065454009,1.014057316014585
2010-02-09,1.5693906545639038,1.5738860368728638,1.5565898418426514,1.557195782661438,0,1.5878920811304318,1.600103055042704,-0.012210973912272216,-0.006228333271039802,0,0.007564423072875526,0.0,0.9727867315023514,1.014057316014585
