Price,Close,High,Low,Open,Volume,EMA_12,EMA_26,MACD,Signal Line,Signal,Market Return,Strategy Return,Cumulative Market Return,Cumulative Strategy Return
Ticker,GC=F,GC=F,GC=F,GC=F,GC=F,,,,,,,,,
Date,,,,,,,,,,,,,,
2010-01-04,1117.699951171875,1122.300048828125,1097.0999755859375,1117.699951171875,184,1117.699951171875,1117.699951171875,0.0,0.0,0,,,,
2010-01-05,1118.0999755859375,1126.5,1115.0,1118.0999755859375,53,1117.761493389423,1117.7295826099537,0.03191077946939913,0.0063821558938798265,1,0.00035789964349830505,0.0,1.0003578996434983,1.0
2010-01-06,1135.9000244140625,1139.199951171875,1120.699951171875,1135.9000244140625,363,1120.552036623983,1119.07554126211,1.4764953618730488,0.3004047970897136,0,0.015919908073333877,0.015919908073333877,1.0162835054462562,1.0159199080733339
2010-01-07,1133.0999755859375,1133.0999755859375,1129.199951171875,1133.0999755859375,56,1122.482488771976,1120.1143882490603,2.368100522915711,0.7139439422549131,0,-0.0024650486556414553,-0.0,1.0137783171574053,1.0159199080733339
2010-01-08,1138.199951171875,1138.199951171875,1122.699951171875,1138.199951171875,54,1124.900559910422,1121.4540595766764,3.446500333745689,1.2604552205530684,0,0.004500905212093231,0.0,1.0183412372690062,1.0159199080733339
2010-01-11,1150.699951171875,1161.199951171875,1143.0,1150.699951171875,177,1128.8696970275687,1123.6204219170615,5.249275110507142,2.058219198543883,0,0.010982253150801924,0.0,1.0295249185305952,1.0159199080733339
2010-01-12,1128.9000244140625,1157.199951171875,1127.199951171875,1128.9000244140625,51,1128.874362779337,1124.011503583506,4.862859195830879,2.6191471980012824,0,-0.018944927159865954,-0.0,1.010020643939766,1.0159199080733339
2010-01-13,1136.4000244140625,1136.4000244140625,1121.0,1136.4000244140625,58,1130.032156876987,1124.929171793177,5.102985083810154,3.115914775163057,0,0.006643635253611446,0.0,1.0167308526967196,1.0159199080733339
2010-01-14,1142.5999755859375,1145.9000244140625,1132.800048828125,1137.0,81,1131.9656674475948,1126.2381202222705,5.727547225324315,3.638241265195309,0,0.005455782329001346,0.0,1.022277914916213,1.0159199080733339
2010-01-15,1130.0999755859375,1133.4000244140625,1127.199951171875,1132.800048828125,50,1131.6786379304167,1126.524183582542,5.154454347874662,3.94148388173118,0,-0.01093996172509093,-0.0,1.0110942336546238,1.0159199080733339
2010-01-19,1139.699951171875,1139.699951171875,1130.5,1139.699951171875,22,1132.9126861214104,1127.500166366937,5.412519754473351,4.235691056279615,0,0.008494802047013694,0.0,1.019683279020397,1.0159199080733339
2010-01-20,1112.300048828125,1133.0,1109.800048828125,1123.300048828125,28,1129.7415111532125,1126.3742317344324,3.367279418780072,4.062008728779706,-1,-0.02404132975137585,-0.0,0.9951687370675033,1.0159199080733339
2010-01-21,1102.699951171875,1107.5,1090.199951171875,1102.699951171875,99,1125.5812711560836,1124.620581322391,0.9606898336926406,3.4417449497622936,0,-0.008630852499165398,0.008630852499165398,0.986579582486093,1.0246881629508804
2010-01-22,1089.199951171875,1095.4000244140625,1083.0,1089.199951171875,58,1119.984145004667,1121.9968309408712,-2.012685936204207,2.3508587725689933,0,-0.012242677607497088,-0.0,0.9745012067235767,1.0246881629508804
2010-01-25,1095.199951171875,1095.199951171875,1095.199951171875,1095.199951171875,8,1116.1711921073145,1120.0118768839086,-3.8406847765941166,1.1125500627363714,0,0.005508630434241768,0.0,0.9798693737291395,1.0246881629508804
2010-01-26,1097.9000244140625,1097.9000244140625,1097.9000244140625,1097.9000244140625,4,1113.3602432314296,1118.3739618861423,-5.0137186547126475,-0.1127036807534324,0,0.0024653701265220374,0.0,0.9822851144110252,1.0246881629508804
2010-01-27,1084.4000244140625,1084.4000244140625,1084.4000244140625,1084.4000244140625,206694,1108.9048249518348,1115.8573739252474,-6.952548973412604,-1.4806727392852668,0,-0.012296201566444842,-0.0,0.9702067386485089,1.0246881629508804
2010-01-28,1083.5999755859375,1095.699951171875,1073.199951171875,1087.800048828125,101168,1105.0117712032352,1113.4679370112244,-8.456165807989237,-2.875771353026061,0,-0.0007377801642500792,-0.0,0.9694909393615123,1.0246881629508804
2010-01-29,1083.0,1090.800048828125,1074.5,1085.0,11456,1101.6253448642758,1111.2110527881707,-9.585707923894915,-4.217758667199832,0,-0.000553687337998543,-0.0,0.9689541445040836,1.0246881629508804
2010-02-01,1104.300048828125,1107.300048828125,1076.800048828125,1081.0,2452,1102.036837781791,1110.699126568908,-8.66228878711695,-5.106664691183256,0,0.019667635113688853,0.0,0.9880111810600865,1.0246881629508804
2010-02-02,1117.4000244140625,1118.5,1100.199951171875,1117.4000244140625,3326,1104.4004049559867,1111.1954893722527,-6.795084416266036,-5.444348636199812,0,0.011862695831480918,0.0,0.9997316571791045,1.0246881629508804
2010-02-03,1111.4000244140625,1124.9000244140625,1108.5999755859375,1115.800048828125,853,1105.4772694879985,1111.2106401160904,-5.733370628091961,-5.5021530345782415,0,-0.005369607901294149,-0.0,0.9943634901735416,1.0246881629508804
2010-02-04,1062.4000244140625,1110.699951171875,1059.0,1110.0,1426,1098.8500010150854,1107.5950389529773,-8.745037937891993,-6.150730015240993,0,-0.04408853601189466,-0.0,0.9505234596281121,1.0246881629508804
2010-02-05,1052.199951171875,1068.5,1045.199951171875,1052.199951171875,1956,1091.673070269976,1103.4916991173402,-11.818628847364153,-7.284309781665625,0,-0.00960097233413848,-0.0,0.941397510189273,1.0246881629508804
2010-02-08,1065.699951171875,1073.4000244140625,1061.5999755859375,1065.699951171875,549,1087.6772057933451,1100.6923103806391,-13.01510458729399,-8.430468742791298,0,0.012830261002164667,0.0,0.9534758859517893,1.0246881629508804
2010-02-09,1076.699951171875,1082.0,1063.0999755859375,1076.699951171875,387,1085.988397390042,1098.9150985873973,-12.926701197355214,-9.329715233704082,0,0.010321854653276619,0.0,0.9633175254619879,1.0246881629508804
2010-02-10,1075.800048828125,1081.0999755859375,1063.300048828125,1075.800048828125,640,1084.4209591497472,1097.202872679303,-12.781913529555823,-10.02015489287443,0,-0.0008357967721374093,-0.0,0.9625123877836633,1.0246881629508804
2010-02-11,1094.199951171875,1097.0999755859375,1075.5999755859375,1076.800048828125,1491,1085.9254194608438,1096.9804340491232,-11.055014588279391,-10.227126831955424,0,0.01710345929412549,0.0,0.9789746792282127,1.0246881629508804
2010-02-12,1089.5,1092.0,1079.800048828125,1089.5,197,1086.4753549284062,1096.4263278232622,-9.950972894856022,-10.171896044535544,1,-0.0042953311840686625,-0.0,0.9747696587601101,1.0246881629508804
2010-02-16,1119.300048828125,1120.4000244140625,1092.4000244140625,1119.300048828125,928,1091.5253078360552,1098.1206775273263,-6.595369691271117,-9.45659077388266,0,0.027352041145594308,0.027352041145594308,1.0014315985739937,1.0527154757453163
2010-02-17,1119.5,1127.0,1108.5,1119.5,1083,1095.8291066305082,1099.7043310438207,-3.8752244133124805,-8.340317501768624,0,0.00017863947391427715,0.0,1.001610493787924,1.0527154757453163
2010-02-18,1118.0,1123.699951171875,1100.800048828125,1118.0,989,1099.2400133027377,1101.0595657813155,-1.8195524785778616,-7.036164497130471,0,-0.0013398838767306742,-0.0,1.0002684520365333,1.0527154757453163
2010-02-19,1121.300048828125,1126.199951171875,1099.699951171875,1121.300048828125,137,1102.633864922028,1102.55886082182,0.07500410020793424,-5.61393077766279,0,0.002951743137857843,0.0,1.0032209875758478,1.0527154757453163
2010-02-22,1112.5999755859375,1127.4000244140625,1110.0,1112.5999755859375,124,1104.1671127164755,1103.3026471006435,0.8644656158319322,-4.318251498963845,0,-0.007758916314397735,-0.0,0.9954370798883994,1.0527154757453163
2010-02-23,1102.699951171875,1118.300048828125,1102.5999755859375,1116.4000244140625,152,1103.9413955557677,1103.2580029577719,0.6833925979958622,-3.317922679571904,0,-0.008898098715891867,-0.0,0.9865795824860932,1.0527154757453163
2010-02-24,1096.5,1096.5,1096.5,1096.5,751,1102.796565470265,1102.757410146085,0.039155324180001116,-2.6465070788215233,0,-0.005622518768851004,-0.0,0.9810325202666,1.0527154757453163
2010-02-25,1107.800048828125,1108.199951171875,1088.699951171875,1107.800048828125,386,1103.566332140705,1103.1309389373473,0.4353932033577621,-2.0301270223856664,0,0.010305562086753373,0.0,0.9911426118133316,1.0527154757453163
2010-02-26,1118.300048828125,1118.300048828125,1106.800048828125,1106.800048828125,382,1105.8330577849235,1104.2545767070346,1.5784810778889096,-1.3084054023307514,0,0.009478244752838982,0.0,1.0005369040730665,1.0527154757453163
2010-03-01,1117.800048828125,1121.9000244140625,1113.5999755859375,1119.300048828125,184,1107.6741333300315,1105.2579450123005,2.4161883177309846,-0.5634866583184042,0,-0.00044710719678853206,-0.0,1.000089556822603,1.0527154757453163
2010-03-02,1136.9000244140625,1137.4000244140625,1115.699951171875,1136.9000244140625,155,1112.1704242660362,1107.6018027457644,4.56862152027179,0.46293497739963474,0,0.017087112857045783,0.0,1.0171781999471836,1.0527154757453163
2010-03-03,1142.699951171875,1145.0,1133.699951171875,1142.699951171875,170,1116.867274559242,1110.201665592143,6.6656089670991605,1.70346977533954,0,0.005101527516284232,0.0,1.0223673625231786,1.0527154757453163
2010-03-04,1132.5999755859375,1139.0,1128.5999755859375,1132.5999755859375,118,1119.2876901018105,1111.8607996657572,7.426890436053327,2.8481539074822972,0,-0.008838694335796204,-0.0,1.0133309699069422,1.0527154757453163
2010-03-05,1134.800048828125,1134.800048828125,1134.800048828125,1134.800048828125,129,1121.674206828936,1113.560003307414,8.114203521521858,3.90136383029021,0,0.0019424980483946364,0.0,1.0152993633383642,1.0527154757453163
2010-03-08,1123.5999755859375,1123.5999755859375,1123.5999755859375,1123.5999755859375,17,1121.9704789453976,1114.303704957675,7.666773987722536,4.654445861776675,0,-0.009869644660090993,-0.0,1.005278719398598,1.0527154757453163
2010-03-09,1122.0,1124.0,1113.0999755859375,1122.0,27,1121.9750206461056,1114.8738008867363,7.1012197593693145,5.143800641295202,0,-0.001423972606534707,-0.0,1.0038472300402421,1.0527154757453163
2010-03-10,1107.800048828125,1127.0999755859375,1106.9000244140625,1107.800048828125,21,1119.7942557510316,1114.349819252765,5.444436498266668,5.203927812689496,0,-0.012655927960672941,-0.0,0.9911426118133317,1.0527154757453163
2010-03-11,1108.0,1108.0,1108.0,1108.0,46,1117.9797548662575,1113.8794622710786,4.100292595178871,4.983200769187372,-1,0.00018049391863317332,0.0,0.9913215070272623,1.0527154757453163
2010-03-12,1101.5,1117.4000244140625,1099.9000244140625,1101.5,135,1115.4444079637565,1112.9624650658136,2.481942897942872,4.482949194938472,0,-0.005866425992779756,0.005866425992779756,0.985505992771236,1.0588911531752303
2010-03-15,1105.0999755859375,1107.0999755859375,1101.4000244140625,1105.0999755859375,21,1113.8529568287074,1112.3800584376747,1.472898391032686,3.8809390341573153,0,0.0032682483757944247,0.0,0.9887268711314462,1.0588911531752303
2010-03-16,1122.199951171875,1127.0,1114.5,1122.199951171875,66,1115.1371098045793,1113.1074578994674,2.029651905111905,3.5106816083482335,0,0.015473691035845727,0.0,1.0040261252541727,1.0588911531752303
2010-03-17,1124.0,1131.4000244140625,1118.0,1124.0,29,1116.5006313731055,1113.9143128698772,2.5863185032283127,3.32580898732425,0,0.0016040357391258198,0.0,1.0056366190420964,1.0588911531752303
2010-03-18,1127.4000244140625,1127.800048828125,1121.0999755859375,1127.4000244140625,86,1118.1774610717143,1114.9132544657427,3.2642066059715944,3.313488511053719,0,0.0030249327527247516,0.0,1.0086786021883762,1.0588911531752303
2010-03-19,1107.4000244140625,1107.4000244140625,1107.4000244140625,1107.4000244140625,54,1116.519393893614,1114.356718906359,2.162674987255059,3.0833258062939874,0,-0.017739932204094533,-0.0,0.9907847121698337,1.0588911531752303
2010-03-22,1099.300048828125,1099.300048828125,1099.300048828125,1099.300048828125,71,1113.8702638835389,1113.241410011675,0.6288538718638392,2.592431419407958,0,-0.007314407989311045,-0.0,0.9835377085554514,1.0588911531752303
2010-03-23,1103.5,1103.5,1103.5,1103.5,16,1112.2748386706867,1112.5198240848842,-0.24498541419757203,2.0249480526868524,0,0.0038205685302681314,0.0,0.9872953817730904,1.0588911531752303
2010-03-24,1088.5999755859375,1092.4000244140625,1085.5,1088.5999755859375,9,1108.6325520422638,1110.7479834553328,-2.115431413069018,1.1968721595356784,0,-0.013502514194891235,-0.0,0.9739644118661487,1.0588911531752303
2010-03-25,1092.699951171875,1092.699951171875,1086.699951171875,1092.699951171875,8,1106.1813826775888,1109.4110921750766,-3.2297094974878746,0.3115558281309678,0,0.0037662830037550332,0.0,0.9776326374768224,1.0588911531752303
2010-03-26,1104.199951171875,1104.199951171875,1104.199951171875,1104.199951171875,5,1105.876547061325,1109.025081730395,-3.1485346690699316,-0.38046227130921206,0,0.010524389598138839,0.0,0.9879216242374845,1.0588911531752303
2010-03-29,1110.300048828125,1110.300048828125,1110.300048828125,1110.300048828125,158733,1106.5570857946789,1109.1195237376342,-2.5624379429552846,-0.8168574056384266,0,0.00552445021372816,0.0,0.99337934806565,1.0588911531752303
2010-03-30,1104.5,1112.9000244140625,1101.0999755859375,1109.699951171875,56533,1106.240611057036,1108.7773367941056,-2.5367257370696734,-1.160831071924676,0,-0.005223857131454457,-0.0,0.9881900762740177,1.0588911531752303
