Date,Close,High,Low,Open,Volume,SMA,Std Dev,Upper Band,Lower Band,Signal,Market Return,Strategy Return,Cumulative Market Return,Cumulative Strategy Return
2010-01-04,1117.699951171875,1122.300048828125,1097.0999755859375,1117.699951171875,184,1117.699951171875,,,,0,,0.0,,1.0
2010-01-05,1118.0999755859375,1126.5,1115.0,1118.0999755859375,53,1117.8999633789062,0.2828599758237691,1118.4656833305537,1117.3342434272588,0,0.00035789964349830505,0.0,1.0003578996434983,1.0
2010-01-06,1135.9000244140625,1139.199951171875,1120.699951171875,1135.9000244140625,363,1123.8999837239583,10.394264635176409,1144.6885129943112,1103.1114544536053,0,0.015919908073333877,0.0,1.0162835054462562,1.0
2010-01-07,1133.0999755859375,1133.0999755859375,1129.199951171875,1133.0999755859375,56,1126.1999816894531,9.653347645722365,1145.506676980898,1106.8932863980083,0,-0.0024650486556414553,-0.0,1.0137783171574053,1.0
2010-01-08,1138.199951171875,1138.199951171875,1122.699951171875,1138.199951171875,54,1128.5999755859375,9.934293839659235,1148.468563265256,1108.731387906619,0,0.004500905212093231,0.0,1.0183412372690062,1.0
2010-01-11,1150.699951171875,1161.199951171875,1143.0,1150.699951171875,177,1132.2833048502605,12.663081855956644,1157.6094685621738,1106.9571411383472,0,0.010982253150801924,0.0,1.0295249185305952,1.0
2010-01-12,1128.9000244140625,1157.199951171875,1127.199951171875,1128.9000244140625,51,1131.7999790736608,11.630273501505828,1155.0605260766724,1108.5394320706491,0,-0.018944927159865954,-0.0,1.010020643939766,1.0
2010-01-13,1136.4000244140625,1136.4000244140625,1121.0,1136.4000244140625,58,1132.374984741211,10.889673583662413,1154.1543319085358,1110.595637573886,0,0.006643635253611446,0.0,1.0167308526967196,1.0
2010-01-14,1142.5999755859375,1145.9000244140625,1132.800048828125,1137.0,81,1133.5110948350693,10.741442278492233,1154.993979392054,1112.0282102780848,0,0.005455782329001346,0.0,1.022277914916213,1.0
2010-01-15,1130.0999755859375,1133.4000244140625,1127.199951171875,1132.800048828125,50,1133.1699829101562,10.184415211794395,1153.538813333745,1112.8011524865674,0,-0.01093996172509093,-0.0,1.0110942336546238,1.0
2010-01-19,1139.699951171875,1139.699951171875,1130.5,1139.699951171875,22,1133.7636163884943,9.860349367960929,1153.484315124416,1114.0429176525724,0,0.008494802047013694,0.0,1.019683279020397,1.0
2010-01-20,1112.300048828125,1133.0,1109.800048828125,1123.300048828125,28,1131.9749857584636,11.259578688358868,1154.4941431351813,1109.455828381746,0,-0.02404132975137585,-0.0,0.9951687370675033,1.0
2010-01-21,1102.699951171875,1107.5,1090.199951171875,1102.699951171875,99,1129.7230600210337,13.495868753156321,1156.7147975273463,1102.7313225147211,1,-0.008630852499165398,-0.0,0.986579582486093,1.0
2010-01-22,1089.199951171875,1095.4000244140625,1083.0,1089.199951171875,58,1126.8285522460938,16.89444509982081,1160.6174424457354,1093.0396620464521,0,-0.012242677607497088,-0.012242677607497088,0.9745012067235767,0.9877573223925029
2010-01-25,1095.199951171875,1095.199951171875,1095.199951171875,1095.199951171875,8,1124.7199788411458,18.213352160380314,1161.1466831619064,1088.2932745203852,0,0.005508630434241768,0.0,0.9798693737291395,0.9877573223925029
2010-01-26,1097.9000244140625,1097.9000244140625,1097.9000244140625,1097.9000244140625,4,1123.0437316894531,18.829975818901648,1160.7036833272564,1085.3837800516499,0,0.0024653701265220374,0.0,0.9822851144110252,0.9877573223925029
2010-01-27,1084.4000244140625,1084.4000244140625,1084.4000244140625,1084.4000244140625,206694,1120.7705724379596,20.500019285642317,1161.7706110092442,1079.770533866675,0,-0.012296201566444842,-0.0,0.9702067386485089,0.9877573223925029
2010-01-28,1083.5999755859375,1095.699951171875,1073.199951171875,1087.800048828125,101168,1118.705539279514,21.732203546410112,1162.1699463723342,1075.2411321866937,0,-0.0007377801642500792,-0.0,0.9694909393615123,0.9877573223925029
2010-01-29,1083.0,1090.800048828125,1074.5,1085.0,11456,1116.8263003700658,22.65280667335631,1162.1319137167784,1071.5206870233533,0,-0.000553687337998543,-0.0,0.9689541445040836,0.9877573223925029
2010-02-01,1104.300048828125,1107.300048828125,1076.800048828125,1081.0,2452,1116.1999877929688,22.225821081340673,1160.6516299556502,1071.7483456302875,0,0.019667635113688853,0.0,0.9880111810600865,0.9877573223925029
2010-02-02,1117.4000244140625,1118.5,1100.199951171875,1117.4000244140625,3326,1116.184991455078,22.224856913880156,1160.6347052828382,1071.7352776273178,0,0.011862695831480918,0.0,0.9997316571791045,0.9877573223925029
